facturacion_anual,fortaleza_tecnologica,experiencia_requerida,lugar_trabajo,precio_hora,duracion,presupuesto,numero_perfiles_requeridos,volumetria,exito,prob_exito
Más de 1M,Experto,Sin Experiencia,Remoto,Dentro del mercado,3,398526,3,201,1,85
250k a 1M,Intermedio,General,Presencial,Por debajo del mercado,21,121274,2,755,1,56
250k a 1M,Experto,Sin Experiencia,Presencial,Por debajo del mercado,5,223126,10,59,1,38
Menos de 250k,Experto,Específica,Híbrido,Por debajo del mercado,8,303362,4,658,1,88
Menos de 250k,Experto,Específica,Remoto,Dentro del mercado,17,216083,8,240,0,48
250k a 1M,Básico,General,Híbrido,Dentro del mercado,20,277731,5,491,1,81
Más de 1M,Experto,General,Híbrido,Por encima del mercado,23,45939,4,167,1,16
Más de 1M,Básico,Sin Experiencia,Híbrido,Por encima del mercado,2,445686,11,365,1,98
Más de 1M,Intermedio,Sin Experiencia,Presencial,Por debajo del mercado,18,216918,15,169,1,70
Menos de 250k,Intermedio,Específica,Presencial,Por encima del mercado,10,261709,5,648,0,50
Menos de 250k,Intermedio,Sin Experiencia,Híbrido,Dentro del mercado,32,170279,10,732,1,1
Más de 1M,Intermedio,General,Remoto,Dentro del mercado,19,143417,7,547,1,14
Más de 1M,Básico,Sin Experiencia,Remoto,Dentro del mercado,36,411549,19,963,0,91
Más de 1M,Básico,General,Remoto,Dentro del mercado,4,404656,5,634,0,71
250k a 1M,Intermedio,Específica,Híbrido,Por encima del mercado,20,303260,15,86,1,1
250k a 1M,Experto,General,Híbrido,Dentro del mercado,20,339871,20,864,0,95
Más de 1M,Básico,Específica,Presencial,Por encima del mercado,3,80132,12,964,1,13
Más de 1M,Experto,Sin Experiencia,Remoto,Dentro del mercado,12,349161,2,177,1,88
Menos de 250k,Experto,General,Presencial,Por debajo del mercado,24,239709,16,262,0,3
Menos de 250k,Básico,General,Presencial,Dentro del mercado,14,51758,1,767,1,84
250k a 1M,Intermedio,General,Remoto,Por debajo del mercado,20,257165,16,796,0,8
Menos de 250k,Básico,Específica,Remoto,Por debajo del mercado,28,294170,13,459,0,76
250k a 1M,Experto,General,Remoto,Por encima del mercado,4,53620,20,609,0,15
250k a 1M,Intermedio,General,Híbrido,Dentro del mercado,29,458852,13,399,1,64
Más de 1M,Básico,Sin Experiencia,Híbrido,Dentro del mercado,5,135800,18,667,0,56
250k a 1M,Básico,Específica,Híbrido,Por debajo del mercado,18,283534,12,422,0,61
250k a 1M,Intermedio,Sin Experiencia,Híbrido,Por encima del mercado,28,406365,3,10,0,1
Menos de 250k,Básico,General,Presencial,Dentro del mercado,26,333137,11,319,0,68
Más de 1M,Intermedio,Específica,Híbrido,Por encima del mercado,31,133792,2,759,0,79
250k a 1M,Intermedio,Específica,Remoto,Por debajo del mercado,3,167280,15,492,1,58
Más de 1M,Experto,General,Presencial,Por encima del mercado,11,202758,20,269,1,54
Más de 1M,Básico,Específica,Presencial,Por encima del mercado,8,189004,11,722,1,86
Más de 1M,Experto,Específica,Remoto,Por debajo del mercado,32,170783,19,581,0,45
Menos de 250k,Intermedio,Específica,Remoto,Dentro del mercado,20,239465,14,328,1,59
Más de 1M,Básico,Específica,Remoto,Por encima del mercado,9,168858,4,821,0,81
250k a 1M,Básico,General,Presencial,Por debajo del mercado,22,89911,1,759,0,8
250k a 1M,Experto,Específica,Híbrido,Dentro del mercado,2,152261,10,858,1,25
250k a 1M,Experto,General,Presencial,Por encima del mercado,20,358179,11,976,0,27
Menos de 250k,Experto,General,Presencial,Dentro del mercado,35,88875,7,785,0,3
250k a 1M,Experto,Específica,Presencial,Por encima del mercado,6,450212,10,510,0,95
Más de 1M,Experto,Específica,Híbrido,Por debajo del mercado,14,370348,4,989,1,96
250k a 1M,Experto,Sin Experiencia,Remoto,Dentro del mercado,13,355577,2,12,0,19
Más de 1M,Experto,Específica,Presencial,Por encima del mercado,17,261565,13,978,0,60
Más de 1M,Experto,Sin Experiencia,Presencial,Por debajo del mercado,26,184072,12,985,0,25
Más de 1M,Intermedio,Sin Experiencia,Híbrido,Dentro del mercado,14,390100,10,461,0,46
Más de 1M,Básico,Sin Experiencia,Híbrido,Dentro del mercado,24,293002,10,173,0,2
250k a 1M,Básico,General,Remoto,Por encima del mercado,14,222787,8,751,0,85
Más de 1M,Básico,Sin Experiencia,Remoto,Por debajo del mercado,1,394041,13,803,1,98
Más de 1M,Experto,Sin Experiencia,Remoto,Por encima del mercado,24,107584,14,23,1,32
Menos de 250k,Intermedio,Sin Experiencia,Presencial,Por encima del mercado,3,479725,16,991,0,70
Más de 1M,Intermedio,Sin Experiencia,Presencial,Por encima del mercado,23,412333,16,474,1,49
Menos de 250k,Intermedio,General,Remoto,Por debajo del mercado,28,168447,15,654,0,72
Menos de 250k,Básico,General,Híbrido,Dentro del mercado,27,129600,1,360,1,90
Más de 1M,Intermedio,Sin Experiencia,Remoto,Por debajo del mercado,18,173679,1,321,1,74
Menos de 250k,Intermedio,General,Híbrido,Dentro del mercado,10,479582,13,395,0,98
Más de 1M,Experto,Sin Experiencia,Híbrido,Por encima del mercado,22,22845,4,450,0,96
Menos de 250k,Básico,General,Remoto,Por encima del mercado,7,350882,15,667,0,96
Más de 1M,Intermedio,Específica,Híbrido,Por debajo del mercado,18,311307,1,32,0,10
Más de 1M,Básico,Específica,Presencial,Dentro del mercado,7,292765,19,873,0,80
Menos de 250k,Intermedio,Específica,Presencial,Dentro del mercado,7,260058,8,139,1,87
Menos de 250k,Intermedio,Sin Experiencia,Remoto,Dentro del mercado,32,453677,18,282,1,85
250k a 1M,Básico,General,Remoto,Por debajo del mercado,24,169564,8,509,0,89
Más de 1M,Básico,General,Híbrido,Por debajo del mercado,6,216743,20,112,1,38
Menos de 250k,Experto,General,Híbrido,Dentro del mercado,13,408935,20,728,0,23
250k a 1M,Intermedio,Específica,Remoto,Dentro del mercado,11,271964,9,324,0,86
Más de 1M,Básico,General,Presencial,Por encima del mercado,23,228655,12,777,1,68
250k a 1M,Experto,Específica,Híbrido,Por encima del mercado,23,451023,4,130,1,42
250k a 1M,Intermedio,Sin Experiencia,Remoto,Por encima del mercado,21,436478,12,723,1,71
250k a 1M,Experto,Sin Experiencia,Remoto,Por encima del mercado,7,231829,1,332,0,5
250k a 1M,Experto,Sin Experiencia,Híbrido,Por encima del mercado,35,338739,8,835,1,68
Menos de 250k,Intermedio,Sin Experiencia,Remoto,Por encima del mercado,3,101878,11,944,1,9
Menos de 250k,Experto,Específica,Presencial,Por encima del mercado,29,110862,1,364,0,84
Más de 1M,Básico,General,Remoto,Dentro del mercado,16,128107,17,521,0,39
250k a 1M,Experto,Sin Experiencia,Híbrido,Por debajo del mercado,6,105999,18,167,0,34
250k a 1M,Experto,Específica,Híbrido,Por encima del mercado,32,393027,20,325,1,64
Menos de 250k,Básico,Sin Experiencia,Remoto,Por debajo del mercado,5,175619,13,950,0,58
Menos de 250k,Básico,General,Presencial,Por debajo del mercado,22,90384,5,780,1,6
Más de 1M,Básico,General,Híbrido,Dentro del mercado,20,489378,6,999,1,30
Más de 1M,Experto,Específica,Remoto,Por debajo del mercado,16,178167,15,433,1,99
Más de 1M,Experto,General,Híbrido,Por debajo del mercado,4,180370,18,48,0,25
250k a 1M,Intermedio,Específica,Remoto,Por encima del mercado,4,394451,18,382,0,65
Más de 1M,Básico,Sin Experiencia,Remoto,Dentro del mercado,20,310310,12,935,1,27
250k a 1M,Experto,Específica,Remoto,Por debajo del mercado,25,251097,14,694,1,91
250k a 1M,Básico,General,Presencial,Por debajo del mercado,8,194152,9,994,0,82
Más de 1M,Experto,Específica,Remoto,Por debajo del mercado,7,489460,14,909,1,49
Más de 1M,Básico,Específica,Híbrido,Por debajo del mercado,33,345529,15,171,0,1
250k a 1M,Básico,General,Híbrido,Dentro del mercado,23,55721,9,691,1,85
Más de 1M,Básico,Específica,Remoto,Dentro del mercado,23,429637,8,859,0,85
Más de 1M,Experto,Específica,Remoto,Dentro del mercado,33,452602,12,734,0,66
250k a 1M,Intermedio,Sin Experiencia,Presencial,Dentro del mercado,29,278497,10,916,1,34
Menos de 250k,Experto,Específica,Remoto,Por encima del mercado,10,101273,18,560,1,37
250k a 1M,Intermedio,Específica,Híbrido,Por debajo del mercado,35,401517,1,540,0,10
250k a 1M,Básico,Específica,Remoto,Dentro del mercado,34,56415,7,514,1,6
250k a 1M,Básico,General,Presencial,Por encima del mercado,1,404644,18,264,0,23
Menos de 250k,Experto,Sin Experiencia,Presencial,Por encima del mercado,30,318010,2,431,1,97
Menos de 250k,Intermedio,Sin Experiencia,Híbrido,Por debajo del mercado,29,308695,9,621,0,75
Más de 1M,Intermedio,Específica,Remoto,Dentro del mercado,22,257842,4,159,0,59
Menos de 250k,Experto,Específica,Remoto,Dentro del mercado,17,98428,14,967,1,64
Menos de 250k,Experto,Específica,Híbrido,Por encima del mercado,6,143544,8,981,1,8
Más de 1M,Básico,General,Híbrido,Por encima del mercado,34,322237,11,606,1,34
250k a 1M,Intermedio,General,Remoto,Por encima del mercado,31,348929,10,864,1,74
250k a 1M,Básico,Específica,Presencial,Dentro del mercado,1,23634,16,501,0,63
Más de 1M,Intermedio,Específica,Presencial,Por encima del mercado,3,448158,9,988,0,66
Más de 1M,Intermedio,Sin Experiencia,Presencial,Dentro del mercado,5,329567,12,73,0,50
Más de 1M,Experto,General,Híbrido,Por debajo del mercado,35,176608,9,324,0,85
250k a 1M,Experto,General,Presencial,Dentro del mercado,4,302967,5,454,0,89
Más de 1M,Experto,Sin Experiencia,Presencial,Dentro del mercado,26,202869,19,237,1,69
250k a 1M,Intermedio,General,Presencial,Por debajo del mercado,24,17559,5,356,0,38
Más de 1M,Intermedio,General,Híbrido,Por debajo del mercado,10,90632,14,641,0,24
Más de 1M,Básico,Sin Experiencia,Híbrido,Por debajo del mercado,26,278018,2,986,0,25
Más de 1M,Básico,General,Remoto,Por debajo del mercado,26,24581,6,564,0,61
Más de 1M,Básico,Específica,Remoto,Dentro del mercado,5,294148,16,72,0,65
250k a 1M,Intermedio,Sin Experiencia,Híbrido,Dentro del mercado,33,427348,4,559,0,55
Más de 1M,Experto,Específica,Remoto,Por debajo del mercado,2,222245,15,698,1,36
250k a 1M,Experto,Sin Experiencia,Presencial,Por encima del mercado,8,380765,15,605,0,36
Menos de 250k,Básico,Sin Experiencia,Presencial,Dentro del mercado,28,445783,17,306,0,43
Más de 1M,Intermedio,General,Híbrido,Dentro del mercado,27,255448,9,646,0,24
Más de 1M,Experto,Específica,Híbrido,Por debajo del mercado,32,454420,6,457,0,63
250k a 1M,Intermedio,Específica,Remoto,Por debajo del mercado,6,141183,10,39,1,90
Menos de 250k,Experto,General,Híbrido,Por encima del mercado,23,18128,19,114,0,55
Más de 1M,Experto,General,Remoto,Dentro del mercado,22,487594,13,847,1,96
Menos de 250k,Experto,Específica,Presencial,Por debajo del mercado,26,19133,10,941,1,32
Menos de 250k,Básico,General,Presencial,Dentro del mercado,6,66074,2,669,0,57
Menos de 250k,Intermedio,General,Presencial,Dentro del mercado,18,200341,7,704,1,33
Más de 1M,Intermedio,Sin Experiencia,Presencial,Por encima del mercado,5,471780,9,546,0,47
Menos de 250k,Experto,Sin Experiencia,Remoto,Por encima del mercado,25,264028,15,517,1,71
250k a 1M,Básico,Sin Experiencia,Presencial,Dentro del mercado,17,177863,13,264,0,22
Menos de 250k,Básico,Sin Experiencia,Remoto,Dentro del mercado,22,10317,11,841,1,3
250k a 1M,Básico,Específica,Presencial,Por debajo del mercado,32,473102,3,632,1,45
Menos de 250k,Experto,Sin Experiencia,Remoto,Por debajo del mercado,17,160635,12,661,1,14
Menos de 250k,Experto,Específica,Remoto,Por encima del mercado,11,82876,4,669,0,89
250k a 1M,Intermedio,Sin Experiencia,Presencial,Por debajo del mercado,21,454214,14,65,0,2
Menos de 250k,Intermedio,General,Presencial,Dentro del mercado,31,100116,1,531,1,8
Menos de 250k,Intermedio,Sin Experiencia,Remoto,Por debajo del mercado,6,342341,14,663,1,38
250k a 1M,Experto,Específica,Remoto,Por debajo del mercado,32,151283,8,195,1,32
Más de 1M,Intermedio,Sin Experiencia,Presencial,Dentro del mercado,11,415741,17,56,0,30
Más de 1M,Intermedio,Sin Experiencia,Presencial,Dentro del mercado,25,352619,1,986,1,7
250k a 1M,Intermedio,Sin Experiencia,Remoto,Por debajo del mercado,6,150603,20,384,1,43
250k a 1M,Intermedio,Específica,Híbrido,Por encima del mercado,14,259920,8,579,0,53
250k a 1M,Básico,Específica,Híbrido,Por debajo del mercado,18,478469,18,252,0,77
Menos de 250k,Básico,Específica,Híbrido,Por encima del mercado,33,182469,12,287,1,84
250k a 1M,Intermedio,Sin Experiencia,Remoto,Por encima del mercado,27,453090,2,772,0,96
250k a 1M,Intermedio,General,Presencial,Dentro del mercado,18,155067,5,638,0,76
Más de 1M,Básico,General,Presencial,Por encima del mercado,17,345181,19,86,0,4
Más de 1M,Intermedio,Sin Experiencia,Remoto,Por debajo del mercado,28,499207,9,194,0,64
Menos de 250k,Básico,Específica,Remoto,Por encima del mercado,5,402198,20,636,0,41
Menos de 250k,Experto,General,Remoto,Por debajo del mercado,15,278414,6,813,1,42
250k a 1M,Básico,Específica,Presencial,Dentro del mercado,2,331365,1,938,0,57
Más de 1M,Básico,Específica,Híbrido,Por encima del mercado,32,184157,20,366,1,80
Menos de 250k,Básico,Específica,Presencial,Por debajo del mercado,27,89387,19,816,1,20
Menos de 250k,Intermedio,Sin Experiencia,Híbrido,Dentro del mercado,19,383368,13,623,0,50
Menos de 250k,Básico,Sin Experiencia,Remoto,Por debajo del mercado,16,236837,19,616,1,68
Menos de 250k,Intermedio,Sin Experiencia,Presencial,Por encima del mercado,13,152789,15,271,1,81
Menos de 250k,Experto,Sin Experiencia,Híbrido,Por encima del mercado,1,436878,11,947,1,24
Menos de 250k,Experto,General,Remoto,Por encima del mercado,31,471239,8,225,0,19
250k a 1M,Básico,Sin Experiencia,Híbrido,Dentro del mercado,8,442734,15,412,1,30
Menos de 250k,Intermedio,Sin Experiencia,Híbrido,Dentro del mercado,13,222235,1,230,1,80
250k a 1M,Experto,Sin Experiencia,Presencial,Dentro del mercado,34,250302,16,49,1,29
Más de 1M,Experto,Sin Experiencia,Híbrido,Dentro del mercado,6,155984,2,13,0,40
Menos de 250k,Intermedio,Específica,Presencial,Dentro del mercado,23,18958,3,964,0,29
Más de 1M,Intermedio,Sin Experiencia,Presencial,Por debajo del mercado,25,20814,14,127,0,21
Más de 1M,Básico,Específica,Presencial,Por encima del mercado,30,138441,10,545,1,46
250k a 1M,Experto,Específica,Híbrido,Por debajo del mercado,12,91123,13,681,1,19
Más de 1M,Básico,Sin Experiencia,Presencial,Dentro del mercado,14,451410,12,728,0,69
Menos de 250k,Experto,General,Presencial,Por debajo del mercado,22,443973,4,838,1,99
250k a 1M,Experto,Sin Experiencia,Presencial,Por encima del mercado,25,466354,10,295,0,86
Más de 1M,Intermedio,Específica,Presencial,Por encima del mercado,7,431726,3,53,0,19
Menos de 250k,Intermedio,Específica,Presencial,Dentro del mercado,12,456343,6,210,0,86
250k a 1M,Intermedio,Específica,Remoto,Por encima del mercado,22,159785,10,248,1,22
Más de 1M,Intermedio,Específica,Remoto,Por encima del mercado,8,44367,10,595,1,60
Más de 1M,Básico,General,Remoto,Por debajo del mercado,9,163563,12,212,1,97
250k a 1M,Básico,Sin Experiencia,Remoto,Por debajo del mercado,30,99183,13,629,1,52
250k a 1M,Básico,General,Remoto,Por encima del mercado,3,312308,18,66,0,64
250k a 1M,Experto,Específica,Presencial,Por encima del mercado,27,238516,1,26,1,43
Menos de 250k,Intermedio,Específica,Híbrido,Por debajo del mercado,32,357307,18,668,1,43
Menos de 250k,Básico,General,Híbrido,Por debajo del mercado,10,371001,6,136,0,53
250k a 1M,Intermedio,Sin Experiencia,Híbrido,Dentro del mercado,8,246248,18,790,1,25
Más de 1M,Experto,Sin Experiencia,Remoto,Por encima del mercado,30,415052,2,881,1,85
250k a 1M,Básico,Específica,Presencial,Por encima del mercado,3,398295,9,244,0,22
Más de 1M,Intermedio,Sin Experiencia,Presencial,Por encima del mercado,30,31618,16,792,0,50
Más de 1M,Básico,Específica,Híbrido,Por debajo del mercado,25,91253,8,855,0,73
250k a 1M,Experto,Sin Experiencia,Remoto,Por debajo del mercado,15,338307,9,233,1,89
Menos de 250k,Básico,Específica,Presencial,Por debajo del mercado,32,142662,2,983,1,79
Más de 1M,Básico,Sin Experiencia,Presencial,Por debajo del mercado,16,466742,2,397,1,19
Más de 1M,Experto,Sin Experiencia,Presencial,Dentro del mercado,5,59864,7,888,0,39
Menos de 250k,Intermedio,General,Híbrido,Por encima del mercado,30,461475,11,562,1,85
250k a 1M,Experto,Sin Experiencia,Híbrido,Dentro del mercado,26,67544,8,467,1,26
Más de 1M,Experto,Específica,Híbrido,Por encima del mercado,26,433642,20,884,0,47
Menos de 250k,Experto,Específica,Remoto,Por encima del mercado,28,171774,8,26,0,73
Menos de 250k,Básico,General,Remoto,Por encima del mercado,22,401483,6,809,0,73
Más de 1M,Intermedio,Específica,Remoto,Por debajo del mercado,24,416985,4,413,1,11
250k a 1M,Básico,Específica,Remoto,Dentro del mercado,12,356118,2,73,1,98
250k a 1M,Básico,Sin Experiencia,Remoto,Por debajo del mercado,4,492186,2,829,0,27
250k a 1M,Experto,General,Remoto,Por debajo del mercado,33,220598,18,446,1,78
Menos de 250k,Experto,Sin Experiencia,Híbrido,Por encima del mercado,35,127850,1,63,1,14
Menos de 250k,Intermedio,Sin Experiencia,Remoto,Dentro del mercado,14,75791,10,488,1,71
Menos de 250k,Intermedio,Específica,Presencial,Por debajo del mercado,12,396964,11,608,0,46
250k a 1M,Intermedio,Específica,Presencial,Dentro del mercado,13,149354,5,760,0,97
Más de 1M,Intermedio,General,Remoto,Por encima del mercado,15,18624,15,670,0,69
Más de 1M,Experto,Sin Experiencia,Remoto,Por encima del mercado,25,287629,7,516,0,98
Menos de 250k,Básico,General,Híbrido,Dentro del mercado,7,188751,14,517,0,95
Menos de 250k,Intermedio,Específica,Híbrido,Por debajo del mercado,28,52087,6,494,0,21
Menos de 250k,Experto,General,Presencial,Por encima del mercado,18,14784,5,440,0,40
Menos de 250k,Experto,Sin Experiencia,Remoto,Por encima del mercado,21,326272,18,850,1,46
250k a 1M,Intermedio,Específica,Remoto,Dentro del mercado,36,405314,12,845,0,42
250k a 1M,Intermedio,Sin Experiencia,Híbrido,Dentro del mercado,2,34800,5,754,0,19
Más de 1M,Intermedio,Específica,Presencial,Por encima del mercado,23,155051,12,730,1,6
Más de 1M,Experto,General,Híbrido,Por encima del mercado,11,245137,19,371,1,43
Más de 1M,Experto,Específica,Híbrido,Dentro del mercado,27,41236,5,949,1,12
250k a 1M,Básico,Específica,Remoto,Por debajo del mercado,21,195606,9,537,1,37
Menos de 250k,Experto,General,Presencial,Dentro del mercado,13,232257,19,814,1,96
250k a 1M,Intermedio,Específica,Presencial,Dentro del mercado,2,251159,1,137,0,45
250k a 1M,Básico,General,Remoto,Por debajo del mercado,24,120122,17,50,1,74
250k a 1M,Intermedio,Específica,Híbrido,Por encima del mercado,15,90704,18,557,0,31
Más de 1M,Experto,Específica,Presencial,Por debajo del mercado,26,269783,20,846,0,81
Menos de 250k,Intermedio,Específica,Híbrido,Por debajo del mercado,9,426076,9,566,1,86
Más de 1M,Intermedio,Sin Experiencia,Presencial,Por encima del mercado,14,370612,16,277,0,66
Más de 1M,Básico,Específica,Presencial,Por debajo del mercado,10,386635,18,764,1,17
Más de 1M,Intermedio,Específica,Híbrido,Dentro del mercado,6,307114,16,368,1,45
250k a 1M,Básico,Sin Experiencia,Presencial,Dentro del mercado,4,270106,5,213,1,53
250k a 1M,Experto,Específica,Presencial,Por debajo del mercado,16,348133,19,506,1,41
250k a 1M,Básico,General,Remoto,Por encima del mercado,19,494424,19,607,1,52
250k a 1M,Básico,Sin Experiencia,Presencial,Por encima del mercado,2,477305,3,110,1,82
Menos de 250k,Básico,Específica,Híbrido,Por encima del mercado,18,72759,9,533,0,85
